ScanNo,SumSn,ratio_0,ratio_1,ratio_5,ratio_10,ratio_10,ratio_5,ratio_1,ratio_0
25049,1333,0.0029915,0.5426,2.9826,6.9948,5.8073,3.1009,0.51655,0.052225
25060,352.72,0.0068259,0.59118,2.822,7.3883,5.5625,3.1137,0.5098,0.0056867
25073,665.92,0.0027338,0.47512,2.8599,7.2321,5.9086,3.0323,0.48708,0.0021543
25074,229.56,0.011126,0.0097066,2.9691,7.1717,6.2165,3.6049,0.006149,0.010766
25108,293.2,1.5869,1.4064,2.6549,4.565,4.068,2.5242,1.7371,1.4575
25198,140.15,0.26408,0.56296,2.4234,7.0041,5.3571,3.3959,0.9901,0.002378
25200,188.25,0.0077957,0.0077215,0.0044331,7.9416,6.8218,5.2047,0.0043812,0.0075423
25245,640.81,0.6461,0.74642,2.6978,5.9747,5.5163,3.052,0.8565,0.51011
25260,578.49,0.0029244,0.44355,3.2637,6.9382,5.9442,2.8568,0.54867,0.0019403
25278,999.84,0.055793,0.80475,3.3663,6.9946,5.4264,2.9849,0.36676,0.00052871
25296,169.45,1.3733,0.92901,3.3554,5.9463,5.7313,2.6587,0.0014077,0.0045041
25330,56.19,0.00026371,1.6166,3.5892,6.4915,6.5787,1.7226,0.00034124,0.00083211
25332,146.46,0.30194,0.5936,2.4177,6.0454,6.1331,3.6572,0.84872,0.0023557
25334,4174.5,0.01533,0.58917,2.9001,7.0669,5.8909,2.9754,0.54806,0.014025
25336,123.33,3.4294,1.6473,2.5273,2.9458,2.6161,2.524,1.6378,2.6722
25346,654.96,0.0067674,0.68175,2.7283,6.9785,5.817,3.1188,0.6637,0.0052024
25348,188.33,0.012317,0.43059,2.5749,5.9699,6.8966,3.4393,0.66048,0.015876
25370,131.16,3.4248,2.012,2.4196,2.3418,2.0621,2.8404,3.0157,1.8837
25380,128.74,0.00039318,9.55E-05,3.7319,5.8628,5.8629,4.5412,0.00027362,0.0003888
25393,635.64,0.0068216,0.51412,3.2871,6.9354,5.8754,2.8138,0.56137,0.0059368
25402,163.87,0.002597,0.6641,2.8317,7.1563,5.9837,2.8337,0.52597,0.001984
25445,835.26,0.0064311,0.69936,2.6057,7.0961,5.636,3.2374,0.71346,0.0055624
25510,326.65,0.17391,0.68881,2.72,7.0406,5.6218,3.1575,0.59678,0.00069327
25528,1542.8,0.00053848,0.64694,3.0482,6.9141,6.1722,2.6796,0.53789,0.00051613
25619,212.59,0.2881,0.72003,2.9597,6.0947,5.6954,3.2139,0.60749,0.42079
25629,414.73,0.0028071,0.50154,2.7762,7.146,5.8641,3.059,0.64856,0.0018483
25674,247.47,0.0065787,0.65364,2.7514,7.3583,5.4255,3.4101,0.38862,0.0057315
25679,584.14,0.0012025,0.38161,2.4449,6.6791,6.2185,3.4784,0.794,0.0022284
25753,572.62,0.39589,0.65967,2.722,6.251,5.5369,3.2571,0.78854,0.38895
25771,715.22,0.4246,0.74662,2.8522,6.4441,5.5972,2.9624,0.76899,0.20405
25783,338.29,0.001642,0.0004391,3.6554,6.7788,5.5315,3.2391,0.79188,0.0012098
25821,473.26,0.0028532,0.31135,2.7111,7.469,5.9127,3.1096,0.48127,0.0021663
25822,826.2,0.68739,0.90914,2.7857,6.1165,5.0976,2.998,0.90866,0.49701
25852,225.16,0.01089,0.70507,2.2254,6.5954,5.8559,3.6912,0.90102,0.015169
25860,152.24,0.0063433,0.81956,2.7426,6.6497,6.0905,2.8716,0.81481,0.0048209
25891,129.47,0.6677,0.8644,2.9114,5.8922,4.8609,3.0383,1.003,0.76212
25919,333.45,0.51718,0.92129,2.7034,6.66,4.9519,3.1,0.83872,0.3075
25936,44.91,0,0,0,0,0,0,0,0
26008,734.05,0.11495,0.97104,3.4106,7.075,5.2433,2.7143,0.47048,0.00027891
26035,96.839,0.010675,0.0036441,2.6454,6.5302,6.8196,3.3569,0.62237,0.011328
26038,1189.1,0.0068835,0.41239,2.9987,6.9595,6.0448,3.109,0.46284,0.0058494
26055,152.26,0.39863,0.58175,2.6041,6.4068,5.3033,3.8558,0.8478,0.0018132
26064,601.92,0.015264,0.64429,2.991,7.0537,5.5318,3.1522,0.59787,0.013996
26077,338.94,0.0023904,0.89747,2.8864,6.3142,6.0735,2.9931,0.83119,0.0017137
26105,321.95,0.0063088,0.88576,3.1024,6.6749,5.3984,3.2205,0.70641,0.0053413
26110,102,0.0064469,0.68361,3.045,5.861,6.3545,3.2458,0.7989,0.0048063
26153,1572.2,0.0065568,0.56116,2.7874,7.2065,5.8202,2.982,0.6306,0.0056048
26156,19.956,0,0,0,0,0,0,0,0
26221,1100.4,0.0065439,0.59949,2.8456,7.2176,5.6526,3.0225,0.65044,0.0052386
26264,330.28,0.0036216,0.62483,2.4288,6.6023,6.0608,3.4048,0.86898,0.0058856
26283,232.78,0.00090547,0.00018477,2.2532,7.2255,5.7669,3.7465,1.006,0.00085302
26302,35.392,0,0,0,0,0,0,0,0
26320,162.04,0.0063773,0.79422,2.4805,7.3463,5.4132,3.1991,0.75548,0.0049215
26346,275.98,0.0066045,0.50686,3.0883,7.1848,5.4748,3.1025,0.63068,0.0055118
26387,270.25,0.0028095,0.66266,2.9225,6.9021,5.8192,3.0497,0.63944,0.0015837
26393,373.16,0.014033,0.14838,2.0301,6.9724,6.0753,4.0215,0.72178,0.016573
26406,2510.7,0.082075,0.98216,3.6051,6.9227,5.2303,2.7452,0.43075,0.0016756
26407,1131.2,0.059984,0.55429,2.8857,7.091,5.7951,3.0482,0.53243,0.033248
26408,748.4,0.012688,0.42424,2.5324,6.6434,6.2642,3.488,0.6194,0.015616
26410,961.32,0.002852,0.73585,2.6827,6.719,5.6864,3.1234,0.7416,0.30825
26445,968.17,0.11076,0.74158,2.7072,6.5795,5.8899,3.3172,0.54653,0.10735
26478,0,0,0,0,0,0,0,0,0
26494,252.02,0.72234,1.1369,2.9601,5.4815,4.4563,2.9386,1.3628,0.94157
26516,173.17,0.011039,0.0092918,3.72,6.4309,6.2137,3.5983,0.006105,0.01069
26523,795.53,0.080661,0.53918,3.0072,7.059,5.9279,2.7949,0.5019,0.089339
26527,117.7,0.88811,0.82438,2.3206,6.0431,5.0159,3.4801,1.0449,0.38295
26539,2433.4,0.0026189,0.57257,2.7455,6.9576,5.8262,3.192,0.70169,0.0018281
26540,2707.3,0.006818,0.50565,2.8265,6.9328,5.9942,3.1663,0.56178,0.0060024
26545,184.21,0.00026328,0.46749,2.1534,6.3606,5.9408,3.898,0.81873,0.36066
26565,568.14,0.0068414,0.57914,2.9639,7.0643,5.6425,3.2932,0.44427,0.0058501
26634,0,0,0,0,0,0,0,0,0
26635,872.71,0.071369,0.85065,3.7342,7.0729,5.2021,2.7235,0.33053,0.014623
26649,307.92,0.67219,0.88703,3.0014,6.0868,5.0466,2.6559,1.0442,0.60588
26674,618.98,0.85042,1.0686,2.7387,6.0355,5.3563,2.9376,1.0112,0.0016251
26675,157.12,0.3739,0.58181,2.1647,6.889,5.843,3.3072,0.84005,0.00030729
26677,995.81,0.027208,0.5644,2.8349,6.8568,5.7446,3.343,0.5864,0.042675
26699,414.07,0.0061413,1.043,2.9191,6.6408,5.3982,3.0159,0.97218,0.0047272
26710,0,0,0,0,0,0,0,0,0
26719,156.57,0.0063488,0.87205,3.1517,7.1429,5.232,2.9883,0.6013,0.0054229
26768,292.91,0.0041783,0.53533,2.6902,6.4036,6.3375,3.1428,0.88068,0.0057208
26786,260.63,0.0024101,0.7309,3.9669,6.7176,5.4727,2.6401,0.46525,0.004103
26800,149.76,0.0014578,0.000478,4.1459,6.6229,5.9879,3.2391,0.00078307,0.0014921
26802,515.03,0.19554,0.68371,2.9015,7.0086,5.5486,2.8778,0.65983,0.12444
26811,692.02,0.058546,0.67745,3.2354,6.8172,5.459,3.071,0.64413,0.037379
26818,279.86,0.006405,0.75851,2.8684,6.8515,5.7636,2.9958,0.75094,0.0049061
26875,0,0,0,0,0,0,0,0,0
26884,111.77,0.0033147,0.44853,2.4862,7.2126,5.7719,2.9802,0.56583,0.53144
26908,141.25,0.0051076,0.58007,3.5031,7.3743,5.621,2.9092,0.0021036,0.0050996
26916,258.95,1.2226,1.1431,2.7612,4.7335,4.1778,3.1734,1.7796,1.0088
26943,376.08,0.0030067,0.53103,2.973,6.6909,5.5453,3.574,0.55764,0.12517
26950,2004.3,0.0068173,0.60912,3.1675,6.835,6.0778,2.7608,0.53733,0.0055912
26955,641.93,0.13231,0.87774,3.5039,6.7499,5.4962,2.799,0.44045,0.00041125
26989,686.6,0.26512,0.59486,2.7855,6.6489,5.8134,3.0625,0.63465,0.19504
27033,132.52,1.92E-05,1.83E-05,1.25E-05,20,1.16E-05,1.80E-05,1.88E-05,1.86E-05
27096,1062.7,0.1203,1.0278,3.528,6.9472,5.4343,2.4632,0.47751,0.0016011
27127,10.543,0,0,0,0,0,0,0,0
27144,4.8043,0,0,0,0,0,0,0,0
27146,226.06,0.0066736,0.4321,2.7409,7.1228,6.0354,3.1826,0.47356,0.0059809
27160,122.08,0.00079229,0.00015392,2.4028,6.9799,5.9491,3.7674,0.89895,0.00080003
27192,268.35,0.0065566,0.62868,2.763,7.3196,5.7615,3.0328,0.48223,0.0056557
27196,77.322,0.0010123,1.3172,3.5371,7.1065,5.0717,2.9646,0.00047204,0.0015187
27258,304.2,0.0049285,0.34249,2.3643,6.8701,6.2045,3.5684,0.63902,0.00624
27283,173.57,0.00038605,0.00011739,3.8922,8.4874,5.3889,2.2304,0.00022629,0.00040606
27295,795.98,0.015348,0.61181,3.2961,6.8901,5.9547,2.6559,0.56221,0.013859
27317,93.943,0.0012718,0.83621,3.8501,7.1908,4.9186,3.201,0.00047245,0.0016017
27335,15.705,0,0,0,0,0,0,0,0
27336,708.99,0.0065364,0.62395,2.8044,6.8102,6.0109,3.187,0.55143,0.0055979
27337,155.85,0.011198,0.0096741,3.122,6.8031,6.4042,3.6325,0.0063831,0.010857
27387,353.69,0.0065276,0.66751,2.8829,7.0671,5.8543,3.0083,0.50781,0.0055519
27390,110.05,0.801,0.85517,2.6192,5.6269,5.335,3.3834,1.3788,0.00061626
27464,539.94,0.0043438,0.45686,2.5193,6.9056,6.0536,3.3314,0.72292,0.0060898
27491,1234,0.0065974,0.52189,2.9884,6.8688,5.9723,3.0926,0.54358,0.005829
27538,498.43,0.16016,0.47903,2.5535,6.5659,5.7997,3.6083,0.69477,0.13856
27557,211.39,1.7695,1.9411,2.2641,4.127,3.204,3.1693,2.0786,1.4465
27609,72.159,0.61367,0.80723,2.8286,5.5116,5.5588,3.2078,1.4721,0.00010231
27649,285.29,0.0064487,0.7134,2.7252,6.8416,5.8701,3.1996,0.63819,0.0054588
27668,243.61,0.8857,1.0626,2.4958,5.4277,4.9187,2.8669,1.3648,0.97782
27686,302.8,0.015642,0.40958,2.9981,7.3838,5.7303,3.0323,0.41608,0.014261
27716,390.34,0.013226,0.36512,2.5975,7.2516,6.2037,2.9407,0.61277,0.015382
27723,74.089,0.005457,1.6391,3.1594,4.4911,4.8841,3.7722,2.0455,0.0030879
27757,0,0,0,0,0,0,0,0,0
27771,9.5229,0,0,0,0,0,0,0,0
27806,209.36,0.0026518,0.54353,2.6069,7.1008,6.0977,3.048,0.59872,0.0016968
27880,128.36,2.4498,2.1292,2.3958,3.8191,2.4388,2.1775,2.5514,2.0384
27884,413.32,0.009099,0.68539,2.8798,7.3797,5.5944,2.9347,0.50767,0.009291
27889,114.97,0.47458,1.1621,2.0874,5.8149,5.9338,2.9049,0.98776,0.63444
27920,326.37,1.7906,1.6331,2.4042,4.4677,3.5491,2.5563,2.0589,1.5401
27975,431.94,0.0017091,0.64735,2.4177,7.0158,6.0079,3.2147,0.69344,0.0013693
27985,79.318,0.0062456,0.94939,2.997,6.5667,5.8861,2.7514,0.83846,0.0047657
28010,125.48,0.0046432,1.1149,2.521,7.239,5.0987,3.3035,0.001291,0.71696
28027,161.54,0.0008001,0.71311,2.6949,6.7236,5.6277,3.4531,0.78483,0.0019642
28042,442.64,0.0068632,0.36198,2.6429,7.2159,5.9422,3.2059,0.6187,0.0055971
28052,104.28,2.9058,0.77676,3.1839,5.0234,3.8517,2.9779,0.69012,0.59045
28068,496.86,0.0070148,1.1642,3.7721,6.7837,4.963,2.6369,0.66205,0.011069
28088,698.86,1.3091,1.3623,2.7973,4.9971,4.3284,2.9116,1.3819,0.91235
28107,435.46,0.011095,0.0094831,3.3823,6.9119,6.0317,3.6366,0.0061719,0.010746
28111,96.742,0.0026163,0.0014167,2.9965,7.4794,5.5286,2.8469,1.143,0.0015484
28116,0,0,0,0,0,0,0,0,0
28126,1669.9,0.087429,0.91395,3.5457,7.1174,5.3725,2.5904,0.37202,0.00058606
28192,1376,0.00021306,0.48363,2.4909,6.6115,6.1253,3.4864,0.75368,0.048528
28193,4.0658,0,0,0,0,0,0,0,0
28196,144.28,0.015674,0.62455,3.2563,6.6082,5.7897,3.3826,0.3086,0.014356
28205,192.31,0.011345,0.010813,2.8345,7.5742,5.9951,3.5565,0.0063461,0.011108
28213,33.183,0,0,0,0,0,0,0,0
28219,514.8,0.0011978,0.50396,2.4356,6.6617,6.1409,3.4005,0.75541,0.10078
28233,520.07,0.18,0.61978,2.8994,6.7702,5.8548,3.0017,0.5166,0.15748
28273,576.73,0.0065848,0.55906,2.8251,7.0134,6.1478,2.8964,0.54607,0.005632
28325,784.65,0.0033288,0.59054,2.5367,6.4586,5.7413,3.5776,1.086,0.0059353
28350,391.71,0.0063073,0.84096,2.988,6.439,5.6658,3.2048,0.84994,0.0052481
28351,507.62,0.097864,0.60209,2.8779,6.9277,5.9212,3.0192,0.55202,0.0020434
28398,477.25,0.0028666,0.30731,2.5878,7.3566,6.1281,3.2038,0.41115,0.0023179
28404,144.79,0.00099658,1.39,2.111,6.3573,5.0525,3.2237,0.93358,0.93098
28416,404,0.58658,0.60296,2.832,5.6186,5.4209,3.3264,1.0188,0.59371
28418,102.71,0.00023375,0.00023281,0.00017804,10.503,9.4958,8.79E-05,0.00023223,0.00023068
28432,273.05,0.0025215,0.72958,2.7393,7.143,5.7007,2.99,0.69312,0.0018501
28452,362,0.092732,0.74762,2.789,7.0483,5.6663,2.7823,0.87201,0.0018024
28458,1177.3,0.00095369,0.47338,2.3279,6.608,6.0325,3.7448,0.81022,0.00224
28487,499.51,0.0064883,0.6579,2.748,7.1542,5.847,2.9078,0.67337,0.0052946
28503,56.595,0.00042843,0.0001092,4.042,6.075,6.3354,3.5463,0.00028102,0.0004275
28517,696.25,0.015572,0.50245,3.1056,6.911,6.0044,3.0168,0.42974,0.014406
28592,127.02,0.0069327,0.82115,3.2956,6.4606,5.6408,2.7162,0.73759,0.32113
28598,203.6,0.00035589,0.47188,2.5881,7.3212,5.7811,3.2566,0.58055,0.00018111
28604,543.57,0.0050619,0.80618,3.1058,7.2984,5.8463,2.9315,0.0018201,0.0049634
28610,69.486,0.0011752,1.0443,2.6844,5.5741,6.4091,3.4953,0.78976,0.0019082
28665,988.63,0.0046915,1.3231,3.1818,6.7101,5.8038,2.9693,0.0020546,0.0050222
28691,194.4,0.004005,0.5233,2.4533,6.8332,6.0851,3.5472,0.54768,0.0063655
28731,211.63,0.19778,0.60455,2.7904,6.5036,5.6062,3.3013,0.77395,0.22227
28732,264.19,0.64962,0.84269,2.2974,6.1343,5.3623,3.3106,0.93598,0.46721
28797,583.78,0.011378,0.009763,3.2198,7.1577,6.4138,3.1696,0.006906,0.011044
28800,424.82,0.27991,0.69692,2.8047,6.7104,5.2674,3.2404,0.78844,0.21189
28803,135.35,0.99679,0.85628,2.6374,4.9872,5.6778,3.169,1.1407,0.53481
28808,343.75,0.083814,1.0825,3.8524,6.9543,4.8758,2.6784,0.47255,0.00031634
28818,1476.7,0.015291,0.59115,2.8006,7.2287,5.9097,2.8878,0.55266,0.014156
28823,149.77,0.40253,9.79E-05,3.8016,6.2238,5.7884,3.1945,0.58859,0.00045652
28833,853.6,0.10563,0.64657,2.8307,6.8839,5.9873,2.8774,0.5872,0.081289
28864,365.84,0.015348,0.57857,2.8103,6.9814,6.0693,2.9881,0.54289,0.013994
28865,196.6,0.0065597,0.5693,2.8191,7.7305,5.6253,2.5321,0.71224,0.004903
28871,75.674,0.0063832,2.0736,2.8908,6.2297,6.0245,2.7543,0.0087518,0.012018
28873,823.05,0.01127,0.009749,3.0837,7.2931,6.1387,3.446,0.0065608,0.010928
28880,482.28,0.11342,0.58344,2.723,7.0891,5.8378,3.0603,0.50532,0.087566
28894,52.838,0.001872,0.00047593,4.2258,4.4471,6.6672,3.2949,1.3612,0.0014242
28896,509.81,0.00052068,1.0083,2.8835,6.1016,5.1641,2.9606,1.1421,0.73934
28914,128.22,2.4579,2.2334,2.4344,2.7265,3.091,2.7972,2.9986,1.2611
28935,70.975,0.0010683,0.00044342,2.8317,8.2408,5.976,2.9486,0.00040671,0.0010008
28940,1882.7,0.027735,0.67321,2.9518,6.787,5.76,3.1999,0.60002,0.00044902
28978,212.67,0.011374,0.0096794,3.3419,6.865,6.2831,3.4709,0.0069562,0.01106
28992,560.86,0.015487,0.38578,2.9518,7.2425,6.1732,2.9596,0.25698,0.014666
29009,234.69,0.87318,1.0484,3.5419,6.0836,5.5127,2.1592,0.77677,0.0042187
29021,181.74,0.0083933,0.0030648,2.9286,6.5252,6.8092,3.7107,0.006443,0.0084187
29048,294.46,0.011395,0.010826,3.0072,7.6835,6.0311,3.2383,0.0064765,0.01115
29052,203.36,0.00238,1.0105,2.6346,6.2689,5.145,3.4945,1.4389,0.0051885
29060,462.4,0.11066,0.68043,2.8177,7.1147,5.5819,3.0469,0.64601,0.0017334
29062,317.4,0.0091139,0.68121,3.0426,6.7202,5.8333,3.0304,0.67431,0.008773
29071,367.4,0.012841,0.4532,2.3211,6.7965,6.439,3.3972,0.56491,0.015324
29098,59.456,0.0014316,0.0013869,0.00051418,10.406,9.5864,0.001215,0.0013889,0.001429
29100,453.9,0.015533,0.53625,2.9447,7.2831,6.0927,2.7569,0.35672,0.014091
29116,743.6,0.058686,0.64638,3.2818,6.9714,5.6482,2.7086,0.6167,0.068277
29117,430.61,0.0065168,0.66205,2.9684,6.8287,6.1528,2.8852,0.49056,0.0057565
29131,532.67,0.0068241,0.50084,2.8132,7.3972,5.4958,3.221,0.55922,0.005947
29152,231.26,0.015481,0.50779,3.214,6.6595,6.1816,2.9154,0.49232,0.01386
29154,311.1,0.015429,0.61051,2.7748,7.11,6.0425,2.8758,0.55737,0.013542
29180,737.46,0.0010817,0.92454,2.7808,6.1766,5.509,2.8781,1.0296,0.70038
29200,511.43,0.16171,0.72787,2.8731,7.0285,5.9112,2.5196,0.65798,0.11994
29230,130.11,0.63199,0.60701,2.4991,6.194,5.3549,3.2379,1.0882,0.38695
29248,261.36,0.0107,0.49995,2.6403,6.9518,6.1262,3.7494,0.008735,0.012898
29267,221.17,0.0066774,0.43305,3.0509,7.7909,5.3838,2.6931,0.63638,0.0051877
29319,211.2,0.00086623,0.47016,0.00016108,7.9789,6.977,4.0322,0.53963,0.0010383
29408,255.3,0.8885,0.9006,2.3312,6.066,5.2291,3.311,1.273,0.00058151
29447,135.3,0.0011966,0.00043961,4.2808,7.7386,7.976,0.00064745,0.0011469,0.0012308
29466,271.52,0.83776,0.76058,2.2734,5.5745,5.226,3.1724,1.3597,0.79569
29495,83.402,0.0031005,0.8659,3.6378,5.2509,5.7136,3.3497,1.1739,0.0051101
29506,226.95,0.35408,0.7385,2.8613,6.4682,5.2376,3.0877,0.8533,0.39927
29507,296.41,0.015492,0.46027,2.7633,7.4413,5.7311,3.0171,0.55761,0.013714
29509,57.282,0.010856,0.0038935,2.4981,6.6266,6.2217,3.5272,1.1008,0.010913
29542,215.89,0.002488,0.80666,3.1307,6.8087,5.9051,2.7587,0.586,0.0017126
29549,213.96,0.4219,0.68434,2.6117,7.0341,5.5434,2.9438,0.54605,0.21475
29551,162.64,0.0025022,0.7499,2.9573,6.8061,5.8735,2.946,0.66306,0.0016403
29553,508.75,0.22841,0.72565,2.9642,6.4954,5.8378,2.7512,0.83679,0.16065
29568,192.71,0.0027415,0.44771,2.6758,7.6242,5.9667,2.7292,0.55152,0.0021241
29598,270.07,0.0068285,0.51539,3.1421,7.1494,6.1361,2.5039,0.54044,0.0058637
29642,1675.1,0.0065979,0.53847,2.8525,7.0581,6.201,2.8501,0.48743,0.0058831
29672,74.29,0.0013154,0.5377,3.341,6.1047,6.6601,3.3528,0.00056481,0.0017975
29721,451.19,0.0066058,0.52179,2.9822,6.8801,5.7389,3.2458,0.61915,0.0053572
29727,79.739,0.0014829,0.0014361,0.00053973,10.033,9.9595,0.0012277,0.0014365,0.0014792
29748,407.77,0.0066989,0.42693,2.7624,6.9844,6.1151,3.2611,0.43734,0.0059171
29787,271.76,0.011087,0.010478,3.4074,7.4614,5.6154,3.4777,0.0057501,0.010826
29863,1494.1,0.1218,0.70062,2.9795,6.6142,5.4453,3.3128,0.75322,0.072621
29894,436.99,0.0024413,0.78884,2.3402,6.6767,5.855,3.2284,1.0278,0.080626
29925,386.83,2.9676,0.65246,3.3477,5.8977,4.6272,2.3081,0.19823,0.0009613
29944,61.534,2.3461,0.00079849,3.1369,5.7212,5.934,2.8572,0.0012367,0.0026144
29953,1965.1,0.0030584,0.52472,3.0531,7.1135,5.9798,2.8203,0.50328,0.0023249
29967,1221.4,0.050679,0.53367,2.9716,6.6883,6.0373,2.9578,0.73428,0.026375
29990,745.6,0.0154,0.56319,2.8514,7.2293,5.933,2.9142,0.47944,0.014033
29991,302.54,0.0068496,0.49102,3.1746,6.8321,6.0499,2.9172,0.5226,0.0057184
29997,196.29,0.0063702,0.82651,2.8131,6.5661,5.647,3.4202,0.71586,0.0049101
30013,177.95,0.003556,0.71109,2.5699,6.7354,5.3928,3.3632,1.219,0.0052096
30019,71.449,2.3354,2.1818,3.2857,3.7065,3.1465,3.0351,2.3082,0.00067808
30038,676.58,0.0028104,0.825,2.8944,6.6041,5.7454,2.8568,0.78762,0.28397
30042,285.14,0.17549,0.67607,2.524,7.0351,5.8187,3.175,0.59354,0.0021088
30048,901.95,0.15834,0.50738,2.3119,6.7065,5.9836,3.3641,0.79841,0.16982
30051,52.049,0.00078232,0.00028506,3.2732,6.1952,6.0244,4.5051,0.00033731,0.00074448
30052,411.41,0.003161,0.56063,2.91,7.0282,5.8134,2.8781,0.66929,0.13715
30061,370.55,0.0064218,0.79981,3.0744,6.9405,5.4128,3.1556,0.60533,0.0051648
30076,1015.1,0.2188,0.65536,2.8984,6.6544,5.7728,2.9822,0.66155,0.15652
30079,332.4,0.15678,0.56175,2.9536,6.8365,5.8253,2.9783,0.68584,0.0020502
30099,591.56,0.0064577,0.65924,2.706,7.0586,5.8535,2.9367,0.77424,0.0052926
30105,104.93,0.0014578,1.3465,2.3082,6.5097,5.7795,3.1122,0.40458,0.53775
30106,55.538,0.011091,0.0094832,3.4492,6.3293,7.0123,3.1717,0.0061395,0.010714
30139,184.88,0.0027803,0.48271,3.0178,7.4893,6.1268,2.7047,0.17309,0.0027192
30155,440.41,0.79158,0.66919,2.729,6.8251,5.6219,2.7071,0.65532,0.00070368
30165,1768.3,0.0027568,0.61951,3.1548,6.7095,6.0229,2.9128,0.57037,0.0073634
30187,244.48,0.0065982,0.53807,2.5801,6.7022,6.3195,3.2628,0.58534,0.005458
30199,11.08,0,0,0,0,0,0,0,0
30200,337.31,0.0038233,0.46927,2.504,6.2928,6.4815,3.4438,0.79854,0.0062378
30204,956.25,0.0065505,0.56869,2.8267,7.2155,6.0363,2.7056,0.63498,0.005598
30208,473.15,0.085039,0.87599,3.2392,6.6199,5.9544,2.6517,0.57249,0.0012873
30219,258.89,0.0061678,1.1052,2.9348,6.421,5.8067,2.9957,0.72557,0.0049549
30227,119.07,0.0028274,0.38356,2.1766,6.7556,6.1119,3.7606,0.80742,0.0014374
30229,913.56,0.11239,0.50243,2.7631,7.0542,5.528,3.3196,0.61946,0.10086
30242,161.68,0.014122,0.39479,2.6503,6.5955,6.2458,2.8858,0.78183,0.43195
30247,160.45,0.0051143,0.27506,2.4307,6.5281,6.0217,3.4294,1.3044,0.0055118
30257,63.107,0.0047728,1.6245,3.4105,6.5085,5.524,2.9212,0.001653,0.0047904
30268,51.171,0.00026604,7.69E-05,3.5674,7.0808,6.5009,1.7042,1.1462,0.00016095
30292,567.71,0.00093222,0.51181,2.2579,6.6786,6.3255,3.3792,0.72852,0.11758
30313,534.92,0.10878,0.64493,2.9302,6.9458,5.8067,2.9684,0.59316,0.0020546
30345,360.42,1.5071,1.1259,2.4971,4.29,4.4953,3.4334,1.2863,1.365
30354,136.72,0.0017692,1.277,4.2297,6.4301,4.8224,2.338,0.33396,0.56706
30355,479.39,0.0032407,0.61274,3.1596,6.5334,5.8099,3.0075,0.65823,0.21549
30360,350.97,0.50895,0.60538,2.9633,6.3151,5.6033,2.8864,0.78879,0.32872
30376,419.96,0.11344,0.50155,2.8665,6.9687,5.8703,2.9745,0.70315,0.0018861
30413,1358.1,0.03665,0.87852,3.1818,6.8405,5.4091,3.1495,0.46998,0.033963
30456,2108.9,0.0067982,0.58583,2.9958,6.832,5.9291,3.0187,0.62617,0.005541
30463,301.63,0.00046137,0.00011448,3.214,6.6899,6.0743,4.0205,0.00031135,0.00045505
30471,425.65,0.0034323,0.6779,2.4903,6.5733,5.8884,3.5337,0.82708,0.0058898
30472,32.823,0,0,0,0,0,0,0,0
30483,1178.8,0.081917,0.61508,2.8981,6.9838,5.7474,3.0367,0.58576,0.051278
30515,105.39,0.010237,0.0033742,3.2575,7.0237,4.835,3.4324,1.4281,0.0098451
30516,134.66,1.2571,1.1539,2.8045,5.3558,5.1367,2.9115,1.3804,0.00016577
30532,108.17,0.01568,0.54208,3.1721,7.3073,5.466,2.9995,0.48362,0.013824
30537,389.43,0.006666,0.43346,2.7181,7.4552,5.8855,2.9169,0.57843,0.0056657
30562,26.428,0,0,0,0,0,0,0,0
30571,302.1,0.0008908,0.00035351,3.4762,7.8428,5.7207,2.9579,0.00036304,0.00084593
30590,622.44,0.0043844,0.41947,2.4167,6.8906,6.0878,3.4389,0.73585,0.0062138
30626,476.84,0.19866,0.72778,2.9348,6.8699,5.8597,2.8123,0.59472,0.0021955
30632,53.711,0.87391,0.0072498,3.7966,6.6853,4.1881,2.8224,1.616,0.010353
30648,1433.8,0.077421,0.55853,2.8817,6.9651,6.1554,2.829,0.53072,0.0021617
30669,2498.5,0.081298,0.89646,3.691,6.8894,5.4492,2.5092,0.48186,0.0015894
30679,289.69,5.60E-05,0.85858,2.6694,5.9162,5.2098,3.4578,1.1929,0.69533
30693,657.14,0.0028265,0.52517,2.9338,7.0016,5.9061,3.1155,0.51288,0.0021471
30754,94.319,4.26E-05,1.0155,2.4588,5.8725,5.7138,3.1457,1.2254,0.56829
30794,319.66,0.0086088,1.0534,3.1727,7.145,5.4203,2.6713,0.51636,0.012282
30816,1058.1,0.0060263,1.1209,2.8832,6.4494,5.2363,3.0576,1.2421,0.0044577
30824,645.65,0.0072052,0.50562,2.8968,6.9425,5.9326,3.0607,0.58582,0.06869
30845,160.92,0.00095764,0.54356,3.0205,6.3228,5.6782,3.7152,0.71657,0.0021612
3085,0,0,0,0,0,0,0,0,0
30855,355.26,0.27549,0.57583,2.7029,6.5902,5.697,3.4334,0.71015,0.014895
30901,228.75,0.3438,0.67679,2.8538,6.5964,5.5847,3.1899,0.7527,0.0018518
30919,418.26,0.0063314,0.84765,2.8844,6.964,5.4266,3.1815,0.68399,0.0055296
30923,30.107,0,0,0,0,0,0,0,0
30934,290.96,0.0067663,0.54215,2.9585,6.9147,5.6861,3.0373,0.84925,0.0053069
30935,374.18,0.52873,0.79819,2.601,6.4029,5.3114,3.1012,0.90447,0.35213
